"credit.policy","purpose","int.rate","installment","log.annual.inc","dti","fico","days.with.cr.line","revol.bal","revol.util","inq.last.6mths","delinq.2yrs","pub.rec","default","tot.payment","principal","interest"
1,"home_improvement",0.1229,163.43,13.12236338,2.19,672,2190,6459,23.8,1,0,0,0,5883.48,4069.20815322609,1814.27184677391
1,"credit_card",0.0832,151.13,10.57131693,10.83,742,6329.958333,29129,48.3,6,0,0,0,5440.68,4238.90106580038,1201.77893419962
1,"debt_consolidation",0.1008,129.22,10.51867319,20.92,742,8760,1620,17.2,0,0,0,0,4651.92,3437.96606931922,1213.95393068078
1,"all_other",0.1273,335.67,11.00209984,20.64,712,1800,3353,54.1,0,0,0,0,12084.12,8248.17689879069,3835.94310120931
1,"home_improvement",0.0863,50.61,11.00209984,17.64,732,5070,24249,54.6,1,0,0,0,1821.96,1406.3713051636,415.5886948364
1,"debt_consolidation",0.1039,194.71,10.54534144,17.91,707,1410,3718,19.8,2,0,0,0,7009.56,5132.40793245252,1877.15206754748
1,"debt_consolidation",0.1292,168.28,10.59653473,16.29,667,2729.958333,14244,85.8,2,0,0,0,6058.08,4111.52052781474,1946.55947218526
1,"debt_consolidation",0.1261,251.3,11.22524339,20.58,677,6976.958333,57633,64.1,0,1,0,0,9046.8,6197.28382936952,2849.51617063048
1,"credit_card",0.0976,128.62,10.30895266,17.04,717,1110,2489,32.3,0,0,0,0,4630.32,3455.01217185189,1175.30782814811
1,"debt_consolidation",0.1324,169.05,10.96812932,13.28,662,5609.958333,9816,65.4,0,1,0,0,6085.8,4090.87215694094,1994.92784305906
1,"debt_consolidation",0.1166,138.82,11.13458902,8.51,672,4559.958333,20487,94,0,0,0,0,4997.52,3522.39723113404,1475.12276886596
1,"credit_card",0.145,258.16,11.59910316,21.84,662,4950,44098,92.3,2,0,0,0,9293.76,6015.52247230316,3278.23752769685
1,"debt_consolidation",0.1229,133.42,10.20507253,23.52,712,1440,3573,30.8,0,0,0,0,4803.12,3321.99566666723,1481.12433333277
1,"all_other",0.1292,252.42,10.81977828,17.54,667,5939.958333,23401,35.8,1,3,0,1,9087.12,6167.28079172211,2919.83920827789
1,"debt_consolidation",0.1166,82.64,10.41774727,23.75,702,5430,3877,23.8,2,0,1,0,2975.04,2096.89459141995,878.145408580051
1,"all_other",0.0737,99.35,10.71973693,1.72,797,4559.958333,1397,3,0,0,0,0,3576.6,2867.13315107466,709.466848925339
1,"all_other",0.1229,168.44,11.03488966,8.25,667,1919.958333,29863,82.7,0,0,0,1,6063.84,4193.95105751333,1869.88894248667
1,"credit_card",0.1197,219.12,10.89673933,18.76,682,2820,22677,86.3,1,1,0,0,7888.32,5508.4494907614,2379.8705092386
1,"all_other",0.08,219.36,10.70324447,7.77,767,3870,6301,22.7,1,0,0,0,7896.96,6211.96875372813,1684.99124627187
1,"debt_consolidation",0.1071,244.52,11.28968191,13.02,702,3479.958333,8709,30.1,3,0,0,0,8802.72,6383.78233795561,2418.93766204439
1,"debt_consolidation",0.1261,251.3,11.28983191,18.18,677,4320,12749,61.9,1,0,0,1,9046.8,6197.28382936952,2849.51617063048
1,"credit_card",0.1379,306.68,10.77895629,16.64,692,3912.041667,14398,96,0,0,0,0,11040.48,7299.9574411994,3740.5225588006
1,"all_other",0.0737,93.14,10.59653473,6.39,782,3570,409,2,0,0,0,0,3353.04,2687.91929231096,665.120707689039
1,"credit_card",0.1134,213.85,10.54534144,12.95,687,5100,6236,67.8,2,0,0,0,7698.6,5478.53918940426,2220.06081059574
1,"debt_consolidation",0.1008,242.29,10.81977828,2.93,707,1740,8453,77.6,3,0,0,1,8722.44,6446.25289378854,2276.18710621147
1,"educational",0.1166,132.21,10.08580911,3.45,672,3719.958333,3060,21.7,0,1,0,0,4759.56,3354.67611243504,1404.88388756496
1,"major_purchase",0.0976,96.47,10.73630972,15.94,712,3479.958333,1062,48.3,1,2,0,0,3472.92,2591.39343973373,881.526560266273
1,"all_other",0.0832,236.14,10.53677857,9.01,762,2881,4007,24,0,0,0,0,8501.04,6623.26538528486,1877.77461471514
1,"major_purchase",0.0945,96.03,10.16554408,14.82,717,4169.958333,1059,11.1,0,0,0,0,3457.08,2603.67602468797,853.403975312026
1,"major_purchase",0.08,235.03,11.98292909,9.98,772,5909.958333,19414,27.9,1,0,0,0,8461.08,6655.72126271299,1805.35873728701
1,"debt_consolidation",0.0945,233.67,10.63103616,16.52,727,3135,2185,15.4,0,0,0,0,8412.12,6335.53032061688,2076.58967938312
1,"all_other",0.0945,32.01,11.01862914,9.45,712,3119.958333,9332,97.2,0,0,0,0,1152.36,867.892008229325,284.467991770675
1,"all_other",0.0976,176.86,11.04132055,0,707,2669.958333,0,0,2,0,0,0,6366.96,4750.84320256356,1616.11679743644
1,"all_other",0.1039,243.38,10.30895266,10.24,702,10319.95833,10444,14.1,1,1,0,0,8761.68,6415.31222125363,2346.36777874637
1,"all_other",0.08,235.03,11.00209984,4.96,777,7859.958333,78935,26.2,7,0,0,0,8461.08,6655.72126271299,1805.35873728701
1,"credit_card",0.0976,128.62,9.392661929,9.6,707,1320,3987,31.9,1,0,0,0,4630.32,3455.01217185189,1175.30782814811
1,"educational",0.1008,226.14,10.40426284,18.91,717,3480.958333,9379,10.9,0,1,0,0,8141.04,6016.57364893862,2124.46635106138
1,"all_other",0.1008,80.77,11.08220409,1.55,697,4380,9743,62.9,1,0,0,0,2907.72,2148.92833476949,758.791665230509
1,"credit_card",0.0768,93.57,12.20607265,2.49,767,3870,3119,1.5,2,0,0,0,3368.52,2675.33198385589,693.18801614411
1,"credit_card",0.08,206.83,9.942708266,10.04,767,3449.958333,7797,72.2,0,0,0,0,7445.88,5857.13665815823,1588.74334184177
1,"debt_consolidation",0.1229,250.15,11.08214255,1.68,672,1259.958333,2871,7.9,2,3,0,0,9005.4,6228.43064020992,2776.96935979008
1,"home_improvement",0.0863,158.14,11.77528973,10.62,727,7769.958333,1780,25.8,0,0,0,0,5693.04,4394.45876701386,1298.58123298613
1,"home_improvement",0.0945,192.06,11.60823564,8.68,722,13349.95833,1390,1.8,1,0,0,0,6914.16,5207.35204937595,1706.80795062405
1,"credit_card",0.1071,78.25,10.49127422,15.2,687,3029.958333,2823,33.2,3,1,1,0,2817,2042.9043347989,774.095665201101
1,"debt_consolidation",0.1103,245.65,11.00209984,16.12,692,4469.958333,16382,52.3,1,1,0,1,8843.4,6352.01076121051,2491.38923878949
1,"all_other",0.1229,64.21,11.00209984,11.1,662,3059.958333,6317,45.4,0,0,0,0,2311.56,1598.75087510645,712.809124893548
1,"debt_consolidation",0.1197,249,11.41861479,7.89,677,5249.958333,13068,30.6,3,1,0,0,8964,6259.60169404705,2704.39830595295
1,"all_other",0.1324,253.58,11.32055357,11.42,662,2609.958333,12844,51.8,1,0,1,0,9128.88,6136.42923133442,2992.45076866558
1,"all_other",0.1545,174.44,10.59663473,24.57,662,2435,1851,92.5,3,0,0,0,6279.84,3950.50928079369,2329.33071920631
1,"credit_card",0.1103,245.65,11.35040654,21.91,717,5189.958333,63167,84,2,0,0,0,8843.4,6352.01076121051,2491.38923878949
1,"credit_card",0.1103,245.65,11.25504424,21.11,717,5587.958333,68356,71.6,2,0,0,0,8843.4,6352.01076121051,2491.38923878949
1,"debt_consolidation",0.0832,204.65,10.59653473,5.43,742,2850,9830,19,5,0,0,0,7367.4,5740.03244303611,1627.36755696389
1,"all_other",0.1008,51.69,10.71441777,21.57,722,2309.958333,1949,48.7,0,0,0,0,1860.84,1375.23963877968,485.600361220317
1,"home_improvement",0.0976,154.35,10.46310334,16.77,717,2923,7708,48.2,1,0,0,0,5556.6,4146.17577923604,1410.42422076396
1,"credit_card",0.1008,167.99,10.59663473,11.87,702,4620,13300,51.6,0,0,1,0,6047.64,4469.46231221898,1578.17768778102
1,"credit_card",0.1039,243.38,10.87804719,20.92,737,2279.958333,9754,39,0,0,0,0,8761.68,6415.31222125363,2346.36777874637
1,"debt_consolidation",0.1324,253.58,11.77525896,16.78,662,4260,89952,79.5,3,0,0,1,9128.88,6136.42923133442,2992.45076866558
1,"credit_card",0.0863,132.84,11.00209984,19.48,762,2580,0,0,2,0,0,0,4782.24,3691.41205646972,1090.82794353028
1,"debt_consolidation",0.1134,246.75,11.00209984,8.92,687,7260,1954,4.8,0,2,0,0,8883,6321.39137238953,2561.60862761047
1,"all_other",0.1008,161.53,11.00209984,14.34,707,2970,9737,44.7,2,0,0,0,5815.08,4297.59061427901,1517.48938572099
1,"credit_card",0.1071,114.11,10.08580911,17.4,697,1949.958333,4063,76.7,0,0,0,0,4107.96,2979.11582931505,1128.84417068495
1,"major_purchase",0.1229,166.77,10.97472864,5.24,667,4980,5073,50,2,0,0,0,6003.72,4152.37008941758,1851.34991058242
1,"home_improvement",0.1103,163.77,11.42566678,12.44,682,5700,7945,41.4,2,0,0,0,5895.72,4234.76003404618,1660.95996595382
1,"credit_card",0.1134,39.48,9.798127037,21.13,697,2070,3918,72.6,1,0,0,0,1421.28,1011.42261958232,409.857380417675
1,"debt_consolidation",0.0832,113.35,9.40261226,6.14,727,4110.958333,2877,70.2,0,0,0,0,4080.6,3179.2459194632,901.354080536805
1,"debt_consolidation",0.1134,213.85,10.12647109,11.23,682,2460,2083,28.1,3,0,0,0,7698.6,5478.53918940426,2220.06081059574
1,"debt_consolidation",0.0863,126.52,9.873234509,11.01,727,2040.958333,6835,34.7,0,0,0,0,4554.72,3515.78932087134,1038.93067912866
1,"credit_card",0.0863,189.77,10.50369674,18.77,757,2369.958333,0,0,1,0,0,0,6831.72,5273.4060972317,1558.3139027683
1,"home_improvement",0.0768,155.95,10.77895629,0.38,812,7950,52,0.3,0,0,0,0,5614.2,4458.88663975982,1155.31336024018
1,"credit_card",0.1103,149.03,10.87804719,10.82,687,2100,2927,53.2,2,0,0,0,5365.08,3853.6135304018,1511.4664695982
1,"debt_consolidation",0.1253,401.6,11.10501738,17.36,697,4229.041667,20024,73.1,0,0,0,0,14457.6,9927.61460201616,4529.98539798384
1,"all_other",0.1039,233.65,11.05879518,8.96,707,4740,3565,70,2,0,0,0,8411.4,6158.83680045982,2252.56319954018
1,"debt_consolidation",0.0976,241.16,11.11988288,13.55,722,6630,41154,47.1,0,0,0,0,8681.76,6478.08066679989,2203.67933320011
1,"all_other",0.1134,246.75,10.40426284,3.96,682,1649.958333,8644,28,1,0,0,0,8883,6321.39137238953,2561.60862761047
1,"all_other",0.08,163.74,9.798127037,1.33,747,1440,139,5,0,0,0,0,5894.64,4636.88805495735,1257.75194504265
1,"debt_consolidation",0.0863,142.33,11.2771525,7.53,722,5761,20237,32.7,2,0,0,0,5123.88,3955.1240439426,1168.7559560574
1,"all_other",0.1292,201.94,10.37349118,4.76,662,1350,4378,71.2,0,0,0,0,7269.84,4933.92236383948,2335.91763616052
1,"all_other",0.1197,249,10.95080655,6.06,677,8939.958333,5450,40.7,0,0,0,0,8964,6259.60169404705,2704.39830595295
1,"credit_card",0.0945,128.04,9.903487553,5.16,722,3180,3621,14.9,0,0,0,0,4609.44,3471.5680329173,1137.8719670827
1,"all_other",0.1039,243.38,10.81977828,6.86,702,3180,12742,61.6,1,0,0,0,8761.68,6415.31222125363,2346.36777874637
1,"debt_consolidation",0.1103,180.15,10.87804719,3.83,682,3930,3491,23.6,0,0,0,0,6485.4,4658.31361136606,1827.08638863394
1,"all_other",0.1103,196.52,10.4125917,8.4,687,3359.958333,7305,73,0,0,0,0,7074.72,5081.6086089684,1993.1113910316
1,"debt_consolidation",0.1039,243.38,10.6454249,3.26,702,1443,3608,65.6,1,0,0,1,8761.68,6415.31222125363,2346.36777874637
1,"all_other",0.1229,166.77,10.6454249,21.66,682,2910,489,27.2,1,0,0,1,6003.72,4152.37008941758,1851.34991058242
1,"all_other",0.1229,210.13,10.69203582,0.95,667,2970,1315,17.1,2,1,0,0,7564.68,5231.98133290949,2332.69866709051
1,"credit_card",0.1071,244.52,11.40756495,13.57,702,5010,7957,26.4,1,0,0,0,8802.72,6383.78233795561,2418.93766204439
1,"credit_card",0.1008,161.53,10.77895629,3.33,702,5705.958333,899,15,0,0,1,0,5815.08,4297.59061427901,1517.48938572099
1,"debt_consolidation",0.1197,249,11.13959835,21.63,692,5130,30245,40.8,2,0,0,1,8964,6259.60169404705,2704.39830595295
1,"all_other",0.1128,368.17,11.51292546,19.6,717,11102.95833,52132,55.7,1,0,0,1,13254.12,9448.99557498794,3805.12442501206
1,"credit_card",0.0945,184.06,11.47001796,14.56,732,5639.958333,30181,35.7,1,0,0,0,6626.16,4990.44683019961,1635.71316980039
1,"home_improvement",0.1229,70.05,10.95156065,19.92,667,9209.958333,26036,89.5,1,1,0,1,2521.8,1744.1597695251,777.640230474896
1,"major_purchase",0.08,175.49,10.16585182,2.31,747,1800,1220,8.4,1,0,0,0,6317.64,4969.6316401885,1348.0083598115
1,"debt_consolidation",0.1071,192.35,10.51325312,16.24,697,4919.958333,3382,36.1,0,0,0,0,6924.6,5021.75909007755,1902.84090992245
1,"educational",0.1166,52.89,11.00209984,18.4,677,5370,926,4.5,3,1,0,0,1904.04,1342.02268804696,562.017311953036
1,"debt_consolidation",0.1261,251.3,10.6454249,5.71,667,1500,8944,57,1,0,0,0,9046.8,6197.28382936952,2849.51617063048
1,"all_other",0.0832,125.94,10.37361617,15.07,762,2460,1152,16.5,0,0,0,0,4533.84,3532.37080809171,1001.46919190829
1,"all_other",0.0737,31.05,10.4341158,0.35,807,7139.958333,102,0.3,1,0,0,0,1117.8,896.069293818503,221.730706181497
1,"all_other",0.1166,247.9,11.01862914,17.59,687,2850,6550,47.8,2,0,0,0,8924.4,6290.17629735002,2634.22370264998
1,"home_improvement",0.08,235.03,10.77895629,4.28,812,7950,52,0.3,0,0,0,0,8461.08,6655.72126271299,1805.35873728701
1,"home_improvement",0.1229,250.15,11.7829526,3.18,672,3540,56481,61.7,0,0,1,0,9005.4,6228.43064020992,2776.96935979008
1,"debt_consolidation",0.1103,245.65,11.65268741,7.55,687,4949.958333,34753,95.2,0,0,0,0,8843.4,6352.01076121051,2491.38923878949
1,"all_other",0.0976,64.31,11.28983191,17.01,712,3479.958333,29889,37.4,1,0,0,0,2315.16,1727.50608592595,587.653914074054
1,"educational",0.0832,236.14,10.69194491,3.74,747,3389.958333,11585,27.1,1,0,0,0,8501.04,6623.26538528486,1877.77461471514
1,"educational",0.0832,191.27,11.51292546,7.87,757,10470,8681,23.2,0,0,0,0,6885.72,5364.74959872718,1520.97040127282
1,"all_other",0.1197,66.4,10.77895629,10.4,667,3839.958333,16746,69.2,1,0,0,0,2390.4,1669.22711841255,721.172881587454
1,"major_purchase",0.1229,100.06,10.6454249,1.71,672,2610,1487,45.1,0,0,0,1,3602.16,2491.37225608397,1110.78774391603
1,"debt_consolidation",0.1261,201.04,10.30895266,19.92,672,1800,3211,78.3,2,0,0,1,7237.44,4957.82706349562,2279.61293650438
1,"all_other",0.0832,220.39,10.81977828,4.42,742,2009.958333,1098,7.1,0,0,0,0,7934.04,6181.50867393466,1752.53132606534
1,"major_purchase",0.1134,230.3,10.46310334,5.69,682,5249.958333,2745,40.4,0,0,0,0,8290.8,5899.96528089689,2390.83471910311
1,"debt_consolidation",0.1261,134.03,11.87145968,10.92,662,4080,4736,16.8,2,1,0,0,4825.08,3305.30024532589,1519.77975467411
1,"home_improvement",0.0832,236.14,10.30908599,1.52,757,2520,1304,9.7,0,0,0,0,8501.04,6623.26538528486,1877.77461471514
1,"debt_consolidation",0.1286,252.2,10.78931908,20.56,682,3330,20716,82.1,2,2,0,0,9079.2,6173.0070347118,2906.1929652882
1,"all_other",0.1229,50.03,11.9512062,7.43,662,5219.958333,8545,30.6,2,0,0,0,1801.08,1245.68612804198,555.393871958016
1,"debt_consolidation",0.1287,504.5,10.93310697,22.18,702,3303,5170,8.6,2,0,0,0,18162,12344.7577499052,5817.24225009485
1,"credit_card",0.1229,183.45,10.4341158,20.56,687,1410,4029,24,1,0,0,0,6604.2,4567.68179470921,2036.51820529079
1,"educational",0.0945,240.08,10.71441777,1.57,722,7560,2258,10.7,2,0,1,1,8642.88,6509.32562748192,2133.55437251808
1,"educational",0.1355,232.63,11.15625052,24.22,687,3749.958333,8547,55.1,1,1,0,0,8374.68,5577.34506311395,2797.33493688605
1,"debt_consolidation",0.0976,241.16,10.02552818,6.74,717,1679.958333,7313,29.6,0,0,0,1,8681.76,6478.08066679989,2203.67933320011
1,"debt_consolidation",0.0863,237.21,10.46321762,6,747,5850,5541,26.5,2,0,0,0,8539.56,6591.6881505208,1947.8718494792
1,"debt_consolidation",0.1039,48.68,10.46310334,13.17,697,4229.958333,19,0.2,1,0,0,1,1752.48,1283.16788121714,469.312118782863
1,"debt_consolidation",0.1324,253.58,10.30895266,13.44,667,1289.958333,9142,81.6,1,0,0,0,9128.88,6136.42923133442,2992.45076866558
1,"educational",0.1103,163.77,10.81977828,16.56,687,4499.958333,5584,80.9,2,0,1,0,5895.72,4234.76003404618,1660.95996595382
1,"credit_card",0.1008,232.6,10.54534144,18.09,722,2369.958333,12391,66.6,1,0,0,0,8373.6,6188.44534687859,2185.15465312141
1,"debt_consolidation",0.0945,96.03,10.71441777,5.17,722,2460,5275,48,0,0,0,0,3457.08,2603.67602468797,853.403975312026
1,"educational",0.1008,96.92,10.49127422,6.9,697,2339.958333,8349,43.5,0,0,0,1,3489.12,2578.6075796194,910.512420380599
1,"debt_consolidation",0.1324,253.58,10.05173513,16.76,667,2820,4013,66.9,0,0,0,1,9128.88,6136.42923133442,2992.45076866558
1,"home_improvement",0.0832,157.43,10.33501019,10.13,742,4307,20337,39.2,3,0,0,0,5667.48,4415.60375034046,1251.87624965954
1,"debt_consolidation",0.1166,135.52,10.59653473,3.99,677,2460,7102,18.7,0,0,0,0,4878.72,3438.663541012,1440.056458988
1,"all_other",0.1039,64.91,9.998979534,8.13,692,1559.958333,1599,9.6,2,1,0,0,2336.76,1710.97837242819,625.781627571808
1,"all_other",0.1166,175.18,11.62803827,6.75,677,2759.958333,19328,96.2,2,0,0,0,6306.48,4444.99025320604,1861.48974679397
1,"credit_card",0.1103,147.39,10.75790288,20.81,707,4350,25469,98.5,1,0,0,0,5306.04,3811.2064567263,1494.8335432737
1,"credit_card",0.1103,245.65,10.96819829,21.12,717,4619.958333,36605,91.1,0,0,0,0,8843.4,6352.01076121051,2491.38923878949
1,"credit_card",0.0976,192.93,11.01856357,12.37,712,3149.958333,6432,99,2,0,0,1,6945.48,5182.51825777784,1762.96174222216
1,"credit_card",0.1387,221.75,11.56171563,23.99,687,4949.958333,68479,48.9,0,3,0,0,7983,5265.70100284721,2717.29899715279
1,"all_other",0.097,176.7,10.59653473,0.51,717,1232.958333,38,1.3,0,1,0,0,6361.2,4755.09673100868,1606.10326899132
1,"all_other",0.08,94.01,11.44035477,0,737,1229.958333,500,2.4,2,0,0,0,3384.36,2662.2318678792,722.128132120799
1,"all_other",0.08,219.36,10.71840979,6.61,752,2163,0,0,3,0,0,0,7896.96,6211.96875372813,1684.99124627187
1,"all_other",0.0832,236.14,10.81977828,2.42,762,3180,4880,38.1,0,0,0,0,8501.04,6623.26538528486,1877.77461471514
1,"all_other",0.0768,154.39,10.46310334,0,772,6809.958333,1238,7.3,0,1,0,0,5558.04,4414.28347747687,1143.75652252313
1,"debt_consolidation",0.1134,246.75,10.46310334,10.66,682,2714.958333,1238,47.7,0,2,0,0,8883,6321.39137238953,2561.60862761047
1,"debt_consolidation",0.1001,193.64,11.00209984,11.22,707,6630,27591,54.9,0,0,1,0,6971.04,5162.72439943542,1808.31560056458
1,"credit_card",0.1538,243.97,11.17043516,23.54,667,5249.958333,9371,50.1,1,3,0,0,8782.92,5536.75686762625,3246.16313237375
1,"debt_consolidation",0.1191,159.23,10.5627418,7.98,672,5729.958333,11689,89.2,0,0,0,0,5732.28,4010.08868623625,1722.19131376375
1,"debt_consolidation",0.1222,249.9,10.59653473,24.63,727,3449.958333,6083,56.3,1,0,0,0,8996.4,6235.28630644354,2761.11369355646
1,"all_other",0.1222,49.98,9.546812609,21.51,682,1530,8172,34,1,0,0,0,1799.28,1247.05726128871,552.222738711292
1,"all_other",0.1001,71,10.98108047,10.8,702,2520,1051,58.4,1,0,0,0,2556,1892.96339785124,663.036602148756
1,"major_purchase",0.1191,185.76,10.14643373,2.68,677,1740,4885,35.4,2,0,0,0,6687.36,4678.22693182971,2009.13306817029
1,"credit_card",0.08,219.36,11.41861479,6.36,752,7804.958333,21135,19.7,0,0,0,0,7896.96,6211.96875372813,1684.99124627187
1,"all_other",0.1222,99.96,11.01856357,21.35,682,3899.958333,12074,51,0,0,0,0,3598.56,2494.11452257742,1104.44547742258
1,"credit_card",0.1128,246.54,11.65507586,10.12,687,4979.958333,34842,95.5,0,0,0,0,8875.44,6327.39052355577,2548.04947644423
1,"home_improvement",0.1128,164.36,11.32664408,13.53,687,8189.958333,16389,57.7,3,0,1,1,5916.96,4218.26034903718,1698.69965096282
1,"all_other",0.1254,133.9,9.903487553,18.72,677,7590,9961,94.9,1,0,0,0,4820.4,3309.03601280941,1511.36398719059
1,"all_other",0.1128,32.88,10.92478674,17.96,677,4650,22557,98.1,0,0,0,0,1183.68,843.857387906683,339.822612093317
1,"debt_consolidation",0.1191,215.62,10.16600565,21.97,707,2280,7552,98.1,1,0,0,0,7762.32,5430.22874160811,2332.09125839189
1,"major_purchase",0.08,219.36,10.0203813,10.04,757,5130,0,0,6,0,0,1,7896.96,6211.96875372813,1684.99124627187
1,"debt_consolidation",0.1159,224.53,10.62609644,11.91,682,4650,6170,53.7,1,0,0,0,8083.08,5709.16619732337,2373.91380267663
1,"debt_consolidation",0.138,255.61,11.12726298,18.16,667,2280,16860,63.6,1,0,0,0,9201.96,6082.50431351088,3119.45568648912
1,"all_other",0.1159,247.65,10.37349118,13.91,692,4380,2131,45.3,1,0,0,0,8915.4,6297.04275048828,2618.35724951172
1,"all_other",0.1286,168.14,10.1266311,23.23,702,2490,19096,69.6,2,0,0,0,6053.04,4115.50120069961,1937.53879930039
1,"credit_card",0.1096,261.76,10.83958091,12.28,697,2550,5329,29.4,2,1,0,0,9423.36,6782.81164497553,2640.54835502447
1,"major_purchase",0.0863,205.59,10.04324949,9.34,732,1619.958333,4386,14.3,0,0,0,0,7401.24,5713.01870437828,1688.22129562172
1,"debt_consolidation",0.097,48.19,10.85892207,15.62,717,4619.958333,1645,29.9,1,0,0,0,1734.84,1296.8200988529,438.019901147095
1,"debt_consolidation",0.0976,241.16,11.26446411,13.91,727,4788,49150,42,3,0,0,1,8681.76,6478.08066679989,2203.67933320011
1,"major_purchase",0.1064,182.39,11.26446411,4.26,697,4140.958333,0,21.7,0,0,1,0,6566.04,4771.73948842855,1794.30051157145
1,"all_other",0.0863,237.21,10.6454249,19.2,787,6449.958333,8671,13.9,1,0,0,1,8539.56,6591.6881505208,1947.8718494792
1,"debt_consolidation",0.1349,407.17,10.91508846,14.53,667,9030,2569,98.8,0,0,0,1,14658.12,9779.55955861223,4878.56044138777
1,"home_improvement",0.097,96.38,11.03488966,3.31,707,12150,8832,76.8,1,0,0,0,3469.68,2593.64019770581,876.03980229419
1,"all_other",0.08,72.08,10.83958091,11.6,762,5400,550,1.6,3,0,0,0,2594.88,2041.20490412438,553.675095875622
1,"all_other",0.1222,83.3,10.77895629,14.77,677,4350,10710,54.6,0,0,0,0,2998.8,2078.42876881451,920.371231185486
1,"debt_consolidation",0.097,248.99,11.58988651,9.77,732,5580,14068,52.7,1,0,0,0,8963.64,6700.46143211008,2263.17856788992
1,"all_other",0.1096,196.32,10.30895266,1.8,697,3360,2898,42.9,0,0,0,0,7067.52,5087.10873373164,1980.41126626836
1,"all_other",0.1254,92.06,10.91501573,22.13,682,5400,18392,87.6,2,0,0,0,3314.16,2275.05493158502,1039.10506841498
1,"all_other",0.1191,66.35,10.81985828,16.03,672,2339.958333,874,21.8,3,0,0,0,2388.6,1670.97522032139,717.624779678609
1,"all_other",0.1286,504.4,10.86513399,18.14,677,11129.95833,12836,31.3,0,2,0,0,18158.4,12346.0140694236,5812.38593057639
1,"major_purchase",0.1222,376.52,10.95080655,22.76,712,4650,8939,74.5,0,0,0,1,13554.72,9394.59783954431,4160.12216045569
1,"all_other",0.08,37.61,10.81977828,4.82,737,2490,1312,9,2,0,0,0,1353.96,1065.06265876967,288.897341230329
1,"debt_consolidation",0.1064,328.95,11.22693529,14.62,722,4919.958333,14173,78.7,0,0,0,0,11842.2,8606.08424101416,3236.11575898584
1,"all_other",0.1033,325.85,10.81977828,16.15,727,5669.958333,1417,7.6,1,0,0,1,11730.6,8604.63328499142,3125.96671500858
1,"debt_consolidation",0.1071,195.61,10.62132735,12.38,697,3620,21196,46.2,3,0,0,0,7041.96,5106.86922594265,1935.09077405735
1,"all_other",0.157,297.58,10.81977828,24.91,662,4559.958333,8155,78.4,3,0,0,0,10712.88,6688.88207221204,4023.99792778796
1,"all_other",0.1096,472.81,10.71441777,1.33,712,3240,1661,15.8,2,0,1,1,17021.16,12251.6090077203,4769.55099227965
1,"credit_card",0.1317,251.64,10.91802234,10.81,667,2820,6413,81.2,1,0,0,0,9059.04,6102.28416382824,2956.75583617176
1,"major_purchase",0.1033,181.57,11.3736634,5.41,712,6858,15132,33.9,0,0,0,0,6536.52,4794.67014134077,1741.84985865923
1,"credit_card",0.1317,216.17,10.79957558,16.09,662,4865.958333,24568,74.4,0,0,0,0,7782.12,5242.13466736111,2539.98533263889
1,"all_other",0.1001,33.89,10.89673933,11.56,707,4559.958333,8670,96.7,1,0,0,0,1220.04,903.556754270122,316.483245729878
1,"debt_consolidation",0.1222,148.28,11.83500896,19,677,6059.958333,27587,74.8,1,1,0,0,5338.08,3699.75291524389,1638.32708475611
1,"home_improvement",0.138,177.22,12.20607265,3.07,662,8370,13793,57.7,0,2,0,0,6379.92,4217.13318900042,2162.78681099958
1,"debt_consolidation",0.1096,176.69,10.96819829,15.43,707,2550,7366,42.8,2,0,0,0,6360.84,4578.44968501958,1782.39031498042
1,"all_other",0.0832,138.54,10.34174248,4.26,742,1830,5680,27.2,0,0,0,0,4987.44,3885.77617717187,1101.66382282813
1,"credit_card",0.0832,94.46,11.31447453,8.34,737,8100,5688,69.3,0,0,0,0,3400.56,2649.4183462946,751.141653705396
1,"debt_consolidation",0.1222,246.57,10.51688023,13.16,677,4529.958333,10832,56.1,3,0,1,0,8876.52,6152.19905794231,2724.32094205769
1,"home_improvement",0.1254,66.95,10.34174248,3.02,667,7380,3574,60.6,3,0,0,0,2410.2,1654.51800640471,755.681993595293
1,"debt_consolidation",0.1128,39.45,10.47728798,22.78,702,3871.958333,7438,32.3,1,0,0,0,1420.2,1012.47487691358,407.725123086416
1,"debt_consolidation",0.1033,110.24,10.75790288,1.79,702,3179.958333,3321,51.1,2,0,0,0,3968.64,2911.07802159722,1057.56197840278
1,"credit_card",0.1286,162.25,11.56171563,10.71,682,4470,15478,96.2,0,0,0,0,5841,3971.33382784294,1869.66617215706
1,"all_other",0.1475,221.08,10.23995979,12.47,662,1349.958333,117,5.3,3,0,0,0,7958.88,5113.01007436434,2845.86992563566
1,"home_improvement",0.0768,187.14,12.07254125,5.19,782,4807,12760,10.9,0,0,0,0,6737.04,5350.66396771178,1386.37603228822
1,"debt_consolidation",0.1601,109.01,10.61888534,24.47,697,5309.958333,37864,98.3,0,1,0,0,3924.36,2427.60040209478,1496.75959790522
1,"debt_consolidation",0.1128,197.23,10.59663473,5.43,682,4679.958333,12247,66.9,1,0,0,0,7100.28,5061.8610893198,2038.4189106802
1,"debt_consolidation",0.1254,187.45,11.27720313,10.92,672,5699.958333,7465,74.6,0,0,1,0,6748.2,4632.40329052371,2115.79670947629
